order_id,order_date,region,state,product,category,sub_category,customer_name,sales,profit
CA-2016-124667,2016-11-11,East,New York,Micropad Numeric Keypads,Technology,Accessories,Bryan Davis,59.97,14.9925
CA-2016-124667,2016-11-11,East,New York,Safco Steel Mobile File Cart,Office Supplies,Storage,Bryan Davis,83.36,20.84
CA-2015-111094,2015-07-09,East,Massachusetts,Tops Wirebound Message Log Books,Office Supplies,Paper,Claudia Bergmann,6.58,3.0268
CA-2015-111094,2015-07-09,East,Massachusetts,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Claudia Bergmann,122.94,59.0112
CA-2017-166317,2017-09-22,Central,Wisconsin,Xerox 1940,Office Supplies,Paper,Jim Epp,219.84,107.7216
CA-2017-166317,2017-09-22,Central,Wisconsin,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Jim Epp,98.16,9.816
CA-2017-166317,2017-09-22,Central,Wisconsin,ACCOHIDE Binder by Acco,Office Supplies,Binders,Jim Epp,33.04,15.5288
CA-2017-166317,2017-09-22,Central,Wisconsin,AT&T CL82213,Technology,Phones,Jim Epp,86.97,25.2213
CA-2015-154326,2015-02-15,Central,Wisconsin,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,Roy Phan,134.97,64.7856
CA-2015-154326,2015-02-15,Central,Wisconsin,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,Roy Phan,699.98,195.9944
CA-2015-154326,2015-02-15,Central,Wisconsin,Maxell LTO Ultrium - 800 GB,Technology,Accessories,Roy Phan,139.95,26.5905
CA-2014-102008,2014-09-30,East,New York,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,Russell Applegate,48.94,24.47
CA-2014-120474,2014-12-01,Central,Wisconsin,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,Resi Pölking,2807.84,673.8816
CA-2014-120474,2014-12-01,Central,Wisconsin,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,Resi Pölking,46.64,12.5928
CA-2014-104773,2014-12-08,Central,Texas,"Companion Letter/Legal File, Black",Office Supplies,Storage,Thomas Boland,60.416,6.0416
CA-2016-140774,2016-09-05,Central,Kansas,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,Brad Eason,107.94,26.985
US-2017-139465,2017-08-27,East,New York,Iris Project Case,Office Supplies,Storage,Mathew Reese,63.84,16.5984
US-2017-139465,2017-08-27,East,New York,GE 30522EE2,Technology,Phones,Mathew Reese,347.97,100.9113
US-2017-139465,2017-08-27,East,New York,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,Mathew Reese,37.008,11.565
CA-2016-100965,2016-07-07,West,California,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,Raymond Messe,215.65,73.321
CA-2016-121034,2016-08-08,Central,Texas,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,Jill Fjeld,11.168,3.6296
CA-2016-121034,2016-08-08,Central,Texas,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,Jill Fjeld,53.952,17.5344
CA-2016-149461,2016-11-13,West,Washington,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,Adrian Shami,4.18,1.5048
CA-2017-158379,2017-09-22,East,Pennsylvania,Clear Mylar Reinforcing Strips,Office Supplies,Binders,Joseph Airdo,5.607,-4.2987
CA-2017-158379,2017-09-22,East,Pennsylvania,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,Joseph Airdo,4663.736,-1049.3406
CA-2017-158379,2017-09-22,East,Pennsylvania,Logitech Wireless Marathon Mouse M705,Technology,Accessories,Joseph Airdo,79.984,22.9954
US-2016-116729,2016-12-25,West,California,Samsung Galaxy Note 2,Technology,Phones,Grace Kelly,2575.944,257.5944
US-2016-116729,2016-12-25,West,California,Xerox 225,Office Supplies,Paper,Grace Kelly,45.36,21.7728
US-2016-116729,2016-12-25,West,California,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,Grace Kelly,254.24,76.272
CA-2016-164938,2016-02-11,Central,Oklahoma,Mediabridge Sport Armband iPhone 5s,Technology,Phones,Phillip Breyer,69.93,0.6993
CA-2016-165484,2016-10-23,Central,Illinois,DAX Cubicle Frames - 8x10,Furniture,Furnishings,Heather Kirkland,16.156,-12.117
CA-2016-165484,2016-10-23,Central,Illinois,Xerox 1929,Office Supplies,Paper,Heather Kirkland,54.816,17.8152
CA-2014-132612,2014-06-09,South,Virginia,Bevis 44 x 96 Conference Tables,Furniture,Tables,Frank Olsen,1441.3,245.021
US-2017-161193,2017-11-20,East,Ohio,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,Brian Thompson,77.6,28.13
US-2017-161193,2017-11-20,East,Ohio,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,Brian Thompson,4.656,1.5714
CA-2015-131597,2015-09-14,West,California,KI Conference Tables,Furniture,Tables,Stefania Perrino,170.136,-8.5068
CA-2015-164833,2015-06-04,West,Washington,Avery 501,Office Supplies,Labels,Lauren Leatherbury,7.38,3.4686
CA-2015-164833,2015-06-04,West,Washington,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,Lauren Leatherbury,9.26,3.0558
CA-2015-125423,2015-12-13,West,California,Avery 513,Office Supplies,Labels,Matt Collins,9.96,4.5816
US-2014-130379,2014-05-25,Central,Illinois,Harmony Air Purifier,Office Supplies,Appliances,Janet Lee,75.6,-166.32
US-2014-130379,2014-05-25,Central,Illinois,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,Janet Lee,29.32,-24.189
CA-2016-168956,2016-02-16,Central,Illinois,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,Erin Ashbrook,92.064,-225.5568
CA-2016-168956,2016-02-16,Central,Illinois,Advantus Push Pins,Office Supplies,Fasteners,Erin Ashbrook,6.976,1.8312
CA-2016-168956,2016-02-16,Central,Illinois,"Global Stack Chair with Arms, Black",Furniture,Chairs,Erin Ashbrook,62.958,-2.6982
CA-2016-168956,2016-02-16,Central,Illinois,Xerox 206,Office Supplies,Paper,Erin Ashbrook,5.184,1.8144
CA-2016-167507,2016-12-22,West,Oregon,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,Sue Ann Reed,31.32,-25.056
CA-2016-167507,2016-12-22,West,Oregon,3M Hangers With Command Adhesive,Furniture,Furnishings,Sue Ann Reed,11.84,3.108
CA-2016-167507,2016-12-22,West,Oregon,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,Sue Ann Reed,22.784,4.8416
CA-2016-109344,2016-02-08,South,North Carolina,Samsung Galaxy S4 Mini,Technology,Phones,Cathy Hwang,1127.976,126.8973
US-2015-140851,2015-07-13,South,Georgia,Xerox 1931,Office Supplies,Paper,Neil Ducich,38.88,18.6624
CA-2014-103373,2014-05-18,East,Ohio,Apple iPhone 5,Technology,Phones,Bruce Stewart,779.796,-168.9558
CA-2017-145884,2017-10-21,Central,Oklahoma,Polycom VVX 310 VoIP phone,Technology,Phones,Sara Luxemburg,1439.92,374.3792
CA-2017-145884,2017-10-21,Central,Oklahoma,Bevis Boat-Shaped Conference Table,Furniture,Tables,Sara Luxemburg,262.11,62.9064
CA-2015-131422,2015-11-05,South,North Carolina,Harbour Creations Steel Folding Chair,Furniture,Chairs,George Bell,207.0,25.875
CA-2017-162691,2017-08-01,Central,Texas,Bady BDG101FRU Card Printer,Technology,Machines,Aaron Smayling,1439.982,-263.9967
CA-2017-162691,2017-08-01,Central,Texas,Xerox 1998,Office Supplies,Paper,Aaron Smayling,36.288,12.7008
CA-2014-141278,2014-06-21,East,Connecticut,Newell 341,Office Supplies,Art,Raymond Messe,21.4,6.206
CA-2017-122693,2017-02-19,South,Georgia,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,Nicole Hansen,1245.86,361.2994
CA-2014-117345,2014-08-01,South,North Carolina,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,Barbara Fisher,17.544,5.9211
CA-2014-117345,2014-08-01,South,North Carolina,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,Barbara Fisher,44.128,12.1352
CA-2014-117345,2014-08-01,South,North Carolina,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,Barbara Fisher,62.92,10.2245
CA-2014-117345,2014-08-01,South,North Carolina,Xerox 1916,Office Supplies,Paper,Barbara Fisher,78.304,29.364
CA-2016-157763,2016-07-18,South,Kentucky,Hon Olson Stacker Stools,Furniture,Chairs,Katharine Harms,140.81,39.4268
CA-2015-135391,2015-02-09,Central,Texas,Round Specialty Laser Printer Labels,Office Supplies,Labels,Frank Atkinson,40.096,13.5324
CA-2015-135391,2015-02-09,Central,Texas,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,Frank Atkinson,40.784,-30.588
US-2017-113852,2017-07-29,West,Washington,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,Giulietta Weimer,90.57,11.7741
US-2017-158512,2017-01-12,East,District of Columbia,Xerox 195,Office Supplies,Paper,Dianna Arnett,40.08,19.2384
US-2017-158512,2017-01-12,East,District of Columbia,Flat Face Poster Frame,Furniture,Furnishings,Dianna Arnett,37.68,15.8256
CA-2017-128370,2017-09-10,West,California,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,Frank Hawley,362.352,27.1764
CA-2017-128370,2017-09-10,West,California,Avery Non-Stick Binders,Office Supplies,Binders,Frank Hawley,7.184,2.245
CA-2015-160472,2015-07-20,Central,Indiana,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,Ralph Kennedy,34.76,9.7328
CA-2015-160472,2015-07-20,Central,Indiana,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,Ralph Kennedy,831.2,124.68
CA-2015-160472,2015-07-20,Central,Indiana,Xerox 1981,Office Supplies,Paper,Ralph Kennedy,26.4,11.88
CA-2015-160472,2015-07-20,Central,Indiana,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,Ralph Kennedy,106.75,49.105
CA-2015-160472,2015-07-20,Central,Indiana,Tops White Computer Printout Paper,Office Supplies,Paper,Ralph Kennedy,97.82,45.9754
CA-2015-160472,2015-07-20,Central,Indiana,Eldon Portable Mobile Manager,Office Supplies,Storage,Ralph Kennedy,141.4,38.178
CA-2014-114643,2014-06-13,West,California,Staples in misc. colors,Office Supplies,Art,Filia McAdams,14.52,4.7916
US-2017-158218,2017-05-12,Central,Texas,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,Alyssa Crouse,127.92,-15.99
US-2017-158218,2017-05-12,Central,Texas,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,Alyssa Crouse,34.24,-53.072
CA-2015-121608,2015-09-03,East,Connecticut,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,Jennifer Braxton,137.62,60.5528
CA-2015-121608,2015-09-03,East,Connecticut,Classic Ivory Antique Telephone ZL1810,Technology,Phones,Jennifer Braxton,100.49,25.1225
US-2017-121251,2017-03-26,East,New York,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,Gary McGarr,257.568,-28.9764
US-2017-121251,2017-03-26,East,New York,Nokia Lumia 521 (T-Mobile),Technology,Phones,Gary McGarr,119.96,33.5888
CA-2014-151078,2014-11-12,Central,Texas,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,Roy Französisch,49.632,4.9632
US-2016-100839,2016-10-13,West,Colorado,Hon 5100 Series Wood Tables,Furniture,Tables,Noah Childs,727.45,-465.568
US-2016-100839,2016-10-13,West,Colorado,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,Noah Childs,24.96,4.368
US-2017-116659,2017-11-12,East,Ohio,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,Nat Gilpin,370.782,-92.6955
CA-2017-118857,2017-04-15,West,Nevada,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings,Adam Hart,196.45,70.722
CA-2015-127110,2015-06-25,East,Pennsylvania,Xerox 211,Office Supplies,Paper,Cathy Hwang,31.104,10.8864
CA-2015-127110,2015-06-25,East,Pennsylvania,Tennsco Industrial Shelving,Office Supplies,Storage,Cathy Hwang,78.256,-17.6076
CA-2016-148201,2016-08-26,West,Washington,Xerox 1931,Office Supplies,Paper,Charles Crestani,6.48,3.1104
CA-2014-116932,2014-07-21,West,California,Newell 334,Office Supplies,Art,Michelle Ellison,99.2,25.792
CA-2014-116932,2014-07-21,West,California,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,Michelle Ellison,801.568,50.098
CA-2014-116932,2014-07-21,West,California,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,Michelle Ellison,272.848,27.2848
CA-2017-142888,2017-11-21,West,Washington,Safco Drafting Table,Furniture,Tables,Benjamin Patterson,70.98,20.5842
CA-2014-147914,2014-06-04,East,Ohio,Easy-staple paper,Office Supplies,Paper,Mark Packer,16.224,5.8812
US-2016-112977,2016-03-10,East,New York,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,Caroline Jumper,176.784,-22.098
CA-2017-112039,2017-03-25,Central,Texas,Panasonic KX-TG9471B,Technology,Phones,John Castell,470.376,47.0376
CA-2017-118885,2017-12-29,West,California,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,James Galang,393.568,-44.2764
CA-2017-118885,2017-12-29,West,California,Adtran 1202752G1,Technology,Phones,James Galang,302.376,22.6782
US-2017-166611,2017-03-28,South,Florida,Canvas Sectional Post Binders,Office Supplies,Binders,Cyma Kinney,68.742,-48.1194
CA-2015-109512,2015-03-05,East,New York,Staple envelope,Office Supplies,Envelopes,Luke Foster,29.34,14.67
CA-2015-109512,2015-03-05,East,New York,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Luke Foster,383.607,63.9345
CA-2015-109512,2015-03-05,East,New York,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Luke Foster,563.4,67.608
CA-2016-118570,2016-11-13,East,Pennsylvania,White Computer Printout Paper by Universal,Office Supplies,Paper,Chuck Clark,217.056,78.6828
CA-2017-154718,2017-01-19,Central,Texas,Avery 510,Office Supplies,Labels,Dan Lawera,6.0,2.1
CA-2016-147578,2016-04-22,West,California,Ultra Door Pull Handle,Furniture,Furnishings,Paul Gonzalez,31.56,10.4148
CA-2014-140165,2014-05-13,South,Florida,Staples,Office Supplies,Fasteners,Erica Hernandez,7.104,2.3976
CA-2014-140165,2014-05-13,South,Florida,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,Erica Hernandez,398.352,-331.96
CA-2014-142587,2014-10-21,East,Ohio,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Tracy Blumstein,121.792,13.7016
CA-2014-142587,2014-10-21,East,Ohio,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Tracy Blumstein,409.59,-122.877
CA-2014-157623,2014-03-14,West,California,Xerox 1972,Office Supplies,Paper,Dean Katz,10.56,4.752
CA-2014-157623,2014-03-14,West,California,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,Dean Katz,3.38,1.2506
CA-2017-145310,2017-12-22,South,Florida,Staple envelope,Office Supplies,Envelopes,Jeremy Pistek,7.824,2.934
CA-2016-100083,2016-11-24,West,Oregon,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,Carol Darley,24.784,7.745
US-2017-108063,2017-12-02,South,Virginia,Newell 309,Office Supplies,Art,Adam Shillingsburg,34.65,10.395
CA-2015-109197,2015-12-31,West,Montana,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Jas O'Carroll,487.984,152.495
CA-2017-141789,2017-10-03,Central,Minnesota,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,Amy Cox,1793.98,843.1706
CA-2014-169775,2014-08-29,South,Florida,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes,Ryan Akin,29.808,10.8054
CA-2014-169775,2014-08-29,South,Florida,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,Ryan Akin,505.176,-336.784
CA-2014-169775,2014-08-29,South,Florida,Balt Solid Wood Rectangular Table,Furniture,Tables,Ryan Akin,174.0585,-110.7645
CA-2016-140543,2016-06-29,South,South Carolina,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,Corey-Lock,191.88,19.188
CA-2016-151141,2016-08-20,Central,Michigan,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,Dianna Wilson,14.78,3.9906
CA-2017-167094,2017-10-21,West,Oregon,Xerox 218,Office Supplies,Paper,Damala Kotsonis,5.184,1.8144
CA-2017-167094,2017-10-21,West,Oregon,Global Comet Stacking Armless Chair,Furniture,Chairs,Damala Kotsonis,478.48,47.848
CA-2017-167094,2017-10-21,West,Oregon,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,Damala Kotsonis,28.4,6.745
CA-2017-154410,2017-10-21,Central,Indiana,SAFCO Boltless Steel Shelving,Office Supplies,Storage,Michael Dominguez,909.12,9.0912
US-2016-150567,2016-05-17,South,Florida,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,Roy Phan,2.952,-2.1648
US-2016-150567,2016-05-17,South,Florida,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,Roy Phan,27.018,-21.6144
CA-2015-157959,2015-02-03,West,California,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,Rick Wilson,136.92,41.076
CA-2017-105886,2017-12-18,East,New York,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,Duane Benoit,18.96,8.532
CA-2016-105963,2016-11-15,West,California,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,Stewart Carmichael,99.39,40.7499
CA-2017-121503,2017-07-03,Central,Texas,Xerox 1891,Office Supplies,Paper,Frank Hawley,273.896,92.4399
CA-2017-121503,2017-07-03,Central,Texas,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines,Frank Hawley,597.132,49.761
CA-2014-103366,2014-01-15,South,Georgia,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Erica Hackney,149.95,65.978
CA-2017-124597,2017-04-30,South,Florida,Avery 474,Office Supplies,Labels,Ann Steele,4.608,1.6704
CA-2017-124597,2017-04-30,South,Florida,Staples in misc. colors,Office Supplies,Art,Ann Steele,15.528,4.8525
CA-2017-124597,2017-04-30,South,Florida,Avery 499,Office Supplies,Labels,Ann Steele,11.952,3.8844
CA-2015-105634,2015-11-08,East,Massachusetts,American Pencil,Office Supplies,Art,Helen Abelman,11.65,3.3785
CA-2015-123673,2015-10-30,Central,Michigan,Panasonic KX T7736-B Digital phone,Technology,Phones,Cathy Hwang,299.9,74.975
US-2017-111423,2017-08-17,East,New York,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,Edward Hooks,895.92,302.373
US-2017-111423,2017-08-17,East,New York,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,Edward Hooks,462.564,97.6524
CA-2015-125178,2015-10-03,East,Pennsylvania,Staple magnet,Office Supplies,Storage,Mary Zewe,15.008,1.5008
CA-2016-156685,2016-07-08,Central,Texas,Cisco SPA 502G IP Phone,Technology,Phones,Scot Coram,863.64,107.955
CA-2016-156685,2016-07-08,Central,Texas,Newell 345,Office Supplies,Art,Scot Coram,47.616,3.5712
CA-2017-126865,2017-12-05,West,California,Xerox 1960,Office Supplies,Paper,Naresj Patel,92.94,41.823
CA-2017-102834,2017-03-09,West,California,Logitech Wireless Headset h800,Technology,Accessories,Lindsay Williams,199.98,69.993
US-2016-139710,2016-06-09,West,California,Avaya 4621SW VoIP phone,Technology,Phones,Greg Matthias,177.48,19.9665
CA-2017-121538,2017-11-28,West,Colorado,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,Rick Hansen,88.768,31.0688
US-2017-101539,2017-03-16,West,Washington,Xerox 214,Office Supplies,Paper,Valerie Mitchum,6.48,3.1104
US-2017-101539,2017-03-16,West,Washington,Safco Commercial Shelving,Office Supplies,Storage,Valerie Mitchum,46.51,1.8604
US-2017-101539,2017-03-16,West,Washington,Mitel MiVoice 5330e IP Phone,Technology,Phones,Valerie Mitchum,659.976,49.4982
CA-2016-152121,2016-11-27,West,Arizona,Motorola Moto X,Technology,Phones,Craig Carreira,271.992,23.7993
CA-2017-161200,2017-08-06,South,Louisiana,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,Seth Vernon,145.74,23.3184
CA-2017-161200,2017-08-06,South,Louisiana,Longer-Life Soft White Bulbs,Furniture,Furnishings,Seth Vernon,15.4,7.392
CA-2017-101245,2017-11-27,West,California,Tops White Computer Printout Paper,Office Supplies,Paper,Lindsay Williams,244.55,114.9385
CA-2017-101245,2017-11-27,West,California,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,Accessories,Lindsay Williams,166.16,59.8176
CA-2015-141768,2015-05-25,West,California,Ultra Door Push Plate,Furniture,Furnishings,Nora Pelletier,14.73,4.8609
CA-2016-112109,2016-07-08,West,Colorado,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,Joe Elijah,19.968,-13.312
CA-2016-112109,2016-07-08,West,Colorado,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,Joe Elijah,33.488,-1.2558
CA-2016-112109,2016-07-08,West,Colorado,Wilson Jones Active Use Binders,Office Supplies,Binders,Joe Elijah,8.736,-6.1152
CA-2016-112109,2016-07-08,West,Colorado,SAFCO Arco Folding Chair,Furniture,Chairs,Joe Elijah,662.88,74.574
CA-2017-144064,2017-08-29,Central,Illinois,Avery 505,Office Supplies,Labels,Cathy Prescott,47.36,17.76
CA-2017-144064,2017-08-29,Central,Illinois,Advantus Rolling Storage Box,Office Supplies,Storage,Cathy Prescott,27.44,2.401
CA-2017-144064,2017-08-29,Central,Illinois,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Cathy Prescott,3.24,-5.184
CA-2016-108581,2016-06-20,Central,Texas,Logitech Trackman Marble Mouse,Technology,Accessories,Erin Ashbrook,95.968,26.3912
CA-2016-108581,2016-06-20,Central,Texas,Xerox 206,Office Supplies,Paper,Erin Ashbrook,10.368,3.6288
CA-2017-157987,2017-09-02,East,New York,Newell 324,Office Supplies,Art,Ann Chong,23.1,6.468
CA-2017-157987,2017-09-02,East,New York,DAX Cubicle Frames - 8x10,Furniture,Furnishings,Ann Chong,11.54,3.462
CA-2017-157987,2017-09-02,East,New York,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,Ann Chong,254.526,-93.3262
CA-2017-157987,2017-09-02,East,New York,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,Ann Chong,12.98,3.7642
CA-2017-157987,2017-09-02,East,New York,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,Ann Chong,26.432,8.9208
CA-2017-157987,2017-09-02,East,New York,Cisco SPA508G,Technology,Phones,Ann Chong,197.97,57.4113
CA-2017-157987,2017-09-02,East,New York,Avery 518,Office Supplies,Labels,Ann Chong,18.9,9.072
CA-2017-157987,2017-09-02,East,New York,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,Ann Chong,1282.41,213.735
CA-2017-157987,2017-09-02,East,New York,BIC Brite Liner Grip Highlighters,Office Supplies,Art,Ann Chong,4.92,2.214
CA-2017-157987,2017-09-02,East,New York,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,Ann Chong,238.0,38.08
CA-2017-157987,2017-09-02,East,New York,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,Ann Chong,167.97,40.3128
CA-2017-157987,2017-09-02,East,New York,Xerox 1962,Office Supplies,Paper,Ann Chong,17.12,7.704
CA-2017-110905,2017-09-10,Central,Missouri,3M Organizer Strips,Office Supplies,Binders,Robert Waldorf,16.2,7.776
CA-2017-110905,2017-09-10,Central,Missouri,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances,Robert Waldorf,33.99,14.6157
CA-2017-110905,2017-09-10,Central,Missouri,Logitech G105 Gaming Keyboard,Technology,Accessories,Robert Waldorf,296.85,53.433
CA-2017-110905,2017-09-10,Central,Missouri,Imation Clip USB flash drive - 8 GB,Technology,Accessories,Robert Waldorf,112.8,6.768
CA-2017-110905,2017-09-10,Central,Missouri,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,Robert Waldorf,13.71,6.5808
CA-2017-110905,2017-09-10,Central,Missouri,Xerox 1970,Office Supplies,Paper,Robert Waldorf,24.9,11.703
CA-2017-110905,2017-09-10,Central,Missouri,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,Robert Waldorf,286.29,17.1774
CA-2017-110905,2017-09-10,Central,Missouri,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,Robert Waldorf,24.18,7.254
CA-2017-165841,2017-12-21,East,New Jersey,Jabra SPEAK 410,Technology,Phones,Dean Braden,281.97,78.9516
CA-2017-165841,2017-12-21,East,New Jersey,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies,Dean Braden,69.5,20.155
CA-2017-165841,2017-12-21,East,New Jersey,Xerox 1913,Office Supplies,Paper,Dean Braden,166.44,79.8912
CA-2017-117485,2017-09-23,Central,Oklahoma,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,Bill Donatelli,291.96,102.186
CA-2017-140242,2017-05-06,Central,Illinois,Blackstonian Pencils,Office Supplies,Art,Max Ludwig,6.408,0.6408
CA-2017-140242,2017-05-06,Central,Illinois,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,Max Ludwig,408.744,76.6395
CA-2014-148950,2014-12-14,Central,Illinois,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,Joy Daniels,5.104,-8.6768
CA-2014-148950,2014-12-14,Central,Illinois,Assorted Color Push Pins,Office Supplies,Fasteners,Joy Daniels,2.896,0.4706
CA-2014-148950,2014-12-14,Central,Illinois,Belkin Standard 104 key USB Keyboard,Technology,Accessories,Joy Daniels,35.016,-2.1885
CA-2014-110408,2014-10-18,South,Alabama,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,Alan Schoenberger,275.97,11.0388
CA-2014-110408,2014-10-18,South,Alabama,Avaya IP Phone 1140E VoIP phone,Technology,Phones,Alan Schoenberger,1394.95,362.687
CA-2014-110408,2014-10-18,South,Alabama,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,Alan Schoenberger,545.88,70.9644
CA-2015-109939,2015-05-08,West,Oregon,Newell 321,Office Supplies,Art,Allen Armold,5.248,0.5904
CA-2016-112669,2016-04-14,West,Arizona,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,Kean Takahito,933.536,105.0228
